run_id,source,method,seed,scenario,status,task_id,learned_classes,overall_accuracy,old_accuracy,new_accuracy,bus_accuracy,train_accuracy,wolf_accuracy,mean_old_logits,mean_new_logits,logit_gap,training_seconds,peak_gpu_memory_mb,trainable_parameters
diag_D2_seed1993_20260716T132125,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D2_seed1993_20260716T132125.json,D2,1993,legacy_head_diagnostic,complete,2,12,12.749999761581421,4.818181625821373,100.0,0.0,100.0,,-3.4740960597991943,17.328359603881836,20.80245566368103,0.2209391000069445,85.1884765625,49164
diag_D2_seed1993_20260716T132125,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D2_seed1993_20260716T132125.json,D2,1993,legacy_head_diagnostic,complete,3,12,10.41666716337204,2.2727271711284462,100.0,0.0,100.0,,-3.4740960597991943,17.770483016967773,21.244579076766968,0.2209391000069445,85.1884765625,49164
diag_D2_seed1993_20260716T132125,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D2_seed1993_20260716T132125.json,D2,1993,legacy_head_diagnostic,complete,4,12,10.083333402872086,1.9090908156199888,100.0,0.0,100.0,,-3.4740960597991943,17.96455955505371,21.438655614852905,0.2209391000069445,85.1884765625,49164
diag_D2_seed1993_20260716T132125,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D2_seed1993_20260716T132125.json,D2,1993,legacy_head_diagnostic,complete,5,12,9.583333879709244,1.3636363500898534,100.0,0.0,100.0,,-3.4740960597991943,18.123056411743164,21.59715247154236,0.2209391000069445,85.1884765625,49164
diag_D3_seed1993_20260716T131922,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131922.json,D3,1993,legacy_head_diagnostic,complete,0,12,49.83333349227905,45.36363482475281,98.99999499320984,0.0,98.99999499320984,,-9.746423721313477,7.193029880523682,16.939453601837158,0.27559820000169566,37.4384765625,49164
diag_D3_seed1993_20260716T131922,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131922.json,D3,1993,legacy_head_diagnostic,complete,1,12,66.00000262260437,63.63636160438711,91.99999570846558,20.999999344348907,91.99999570846558,,-9.468576431274414,4.466871738433838,13.935448169708252,0.27559820000169566,37.4384765625,49164
diag_D3_seed1993_20260716T131922,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131922.json,D3,1993,legacy_head_diagnostic,complete,2,12,62.00000047683716,59.090908142653376,93.99999976158142,7.999999821186066,93.99999976158142,,-9.213747024536133,4.974064350128174,14.187811374664307,0.27559820000169566,37.4384765625,49164
diag_D3_seed1993_20260716T131922,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131922.json,D3,1993,legacy_head_diagnostic,complete,3,12,59.25000309944153,56.090908023444086,93.99999976158142,7.999999821186066,93.99999976158142,,-8.883831977844238,5.162071228027344,14.045903205871582,0.27559820000169566,37.4384765625,49164
diag_D3_seed1993_20260716T131922,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131922.json,D3,1993,legacy_head_diagnostic,complete,4,12,62.99999952316284,60.09090820496733,94.9999988079071,7.000000029802322,94.9999988079071,,-8.473159790039062,4.882665157318115,13.355824947357178,0.27559820000169566,37.4384765625,49164
diag_D3_seed1993_20260716T131922,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131922.json,D3,1993,legacy_head_diagnostic,complete,5,12,61.666667461395264,58.72727063569155,93.99999976158142,9.999999403953552,93.99999976158142,,-8.699979782104492,4.833520889282227,13.533500671386719,0.27559820000169566,37.4384765625,49164
diag_D3_seed1993_20260716T131951,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131951.json,D3,1993,legacy_head_diagnostic,complete,0,12,49.83333349227905,45.36363482475281,98.99999499320984,0.0,98.99999499320984,,-9.746423721313477,7.193029880523682,16.939453601837158,0.26467979999870295,85.1884765625,49164
diag_D3_seed1993_20260716T131951,D:\Pro_Experiment\github_sync\CIL-Project\cil_restart\results\raw\diag_D3_seed1993_20260716T131951.json,D3,1993,legacy_head_diagnostic,complete,1,12,66.00000262260437,63.63636160438711,91.99999570846558,20.999999344348907,91.99999570846558,,-9.468576431274414,4.466871738433838,13.935448169708252,0.26467979999870295,85.1884765625,49164
